feedback_id,project_id,user_id,feedback_type,feedback_text,priority,sentiment,channel,created_at
FDBK00011911,PROJ000169,USR000298,Feature Request,Enable custom dashboard widgets.,Low,Positive,Web,2025-01-23
FDBK00011912,PROJ000027,USR000066,Question,Where can I export analytics?,High,Positive,Support Ticket,2025-12-29
FDBK00011913,PROJ000154,USR000333,Improvement,Simplify navigation menus.,Medium,Neutral,Support Ticket,2025-07-27
FDBK00011914,PROJ000084,USR000425,Feature Request,Enable custom dashboard widgets.,High,Positive,Web,2025-07-07
FDBK00011915,PROJ000053,USR000311,Question,Is API access available?,Low,Neutral,Email,2025-09-29
FDBK00011916,PROJ000073,USR000630,Improvement,Optimize search experience.,Medium,Positive,Web,2025-08-07
FDBK00011917,PROJ000092,USR000654,Feature Request,Support multilingual interface.,Critical,Positive,Survey,2025-12-27
FDBK00011918,PROJ000218,USR000506,Praise,Great collaboration features.,High,Neutral,Support Ticket,2024-09-27
FDBK00011919,PROJ000242,USR000406,Feature Request,Integrate with Slack notifications.,Critical,Neutral,Survey,2026-03-09
FDBK00011920,PROJ000179,USR000174,Feature Request,Provide export to PDF option.,Critical,Neutral,Support Ticket,2026-01-14
FDBK00011921,PROJ000123,USR000366,Question,How do permissions work?,Medium,Neutral,Survey,2024-09-03
FDBK00011922,PROJ000026,USR000745,Complaint,Application freezes frequently.,Low,Negative,Mobile,2026-03-24
FDBK00011923,PROJ000088,USR000367,Feature Request,Add dark mode support.,Low,Neutral,Email,2024-08-25
FDBK00011924,PROJ000088,USR000289,Feature Request,Support multilingual interface.,Medium,Neutral,Mobile,2025-04-27
FDBK00011925,PROJ000007,USR000743,Complaint,Support response is too slow.,Low,Positive,Web,2025-09-13
FDBK00011926,PROJ000107,USR000585,Bug Report,Dashboard takes too long to load.,High,Neutral,Survey,2024-10-09
FDBK00011927,PROJ000049,USR000461,Question,How do permissions work?,Low,Negative,Survey,2025-01-13
FDBK00011928,PROJ000049,USR000436,Bug Report,Notification emails are duplicated.,Medium,Negative,Support Ticket,2025-04-21
FDBK00011929,PROJ000156,USR000499,Question,Where can I export analytics?,Low,Neutral,Survey,2025-08-10
FDBK00011930,PROJ000063,USR000357,Feature Request,Add dark mode support.,Critical,Negative,Mobile,2026-03-09
FDBK00011931,PROJ000227,USR000568,Question,Can I restore deleted tickets?,Low,Positive,Web,2024-07-23
FDBK00011932,PROJ000068,USR000229,Bug Report,Login page becomes unresponsive after timeout.,Medium,Neutral,Mobile,2025-11-11
FDBK00011933,PROJ000239,USR000190,Bug Report,Search results are inaccurate.,High,Neutral,Web,2024-07-27
FDBK00011934,PROJ000143,USR000716,Bug Report,Notification emails are duplicated.,Low,Neutral,Survey,2024-10-30
FDBK00011935,PROJ000034,USR000113,Feature Request,Support multilingual interface.,Medium,Positive,Mobile,2026-04-19
FDBK00011936,PROJ000042,USR000001,Complaint,Reports are difficult to understand.,High,Negative,Web,2025-02-28
FDBK00011937,PROJ000049,USR000358,Praise,Very intuitive interface.,Low,Negative,Email,2026-04-19
FDBK00011938,PROJ000130,USR000580,Improvement,Improve application performance.,High,Positive,Mobile,2025-07-01
FDBK00011939,PROJ000001,USR000604,Feature Request,Integrate with Slack notifications.,High,Negative,Email,2025-11-04
FDBK00011940,PROJ000059,USR000581,Feature Request,Enable custom dashboard widgets.,Low,Negative,Support Ticket,2025-02-24
FDBK00011941,PROJ000079,USR000458,Bug Report,Dashboard takes too long to load.,Low,Neutral,Email,2026-04-22
FDBK00011942,PROJ000177,USR000149,Bug Report,Search results are inaccurate.,Low,Positive,Support Ticket,2025-11-21
FDBK00011943,PROJ000081,USR000180,Complaint,Workflow is confusing.,Low,Negative,Email,2025-07-29
FDBK00011944,PROJ000103,USR000168,Question,Is API access available?,Critical,Positive,Survey,2026-04-07
FDBK00011945,PROJ000153,USR000015,Feature Request,Integrate with Slack notifications.,High,Positive,Email,2025-12-30
FDBK00011946,PROJ000079,USR000072,Improvement,Enhance dashboard usability.,High,Positive,Web,2025-11-07
FDBK00011947,PROJ000057,USR000737,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Mobile,2026-07-20
FDBK00011948,PROJ000028,USR000623,Praise,Very intuitive interface.,Low,Neutral,Support Ticket,2025-09-25
FDBK00011949,PROJ000129,USR000254,Complaint,Application freezes frequently.,Low,Negative,Mobile,2025-07-09
FDBK00011950,PROJ000119,USR000538,Feature Request,Integrate with Slack notifications.,High,Positive,Email,2026-02-07
FDBK00011951,PROJ000194,USR000059,Improvement,Enhance dashboard usability.,Critical,Positive,Support Ticket,2025-01-03
FDBK00011952,PROJ000225,USR000532,Question,Where can I export analytics?,Critical,Positive,Support Ticket,2025-01-04
FDBK00011953,PROJ000144,USR000163,Question,Is API access available?,Critical,Negative,Web,2025-11-13
FDBK00011954,PROJ000048,USR000216,Complaint,Application freezes frequently.,Medium,Positive,Survey,2024-12-21
FDBK00011955,PROJ000175,USR000002,Improvement,Optimize search experience.,High,Neutral,Survey,2026-04-22
FDBK00011956,PROJ000091,USR000197,Question,Is API access available?,Low,Neutral,Web,2025-07-07
FDBK00011957,PROJ000022,USR000305,Bug Report,Search results are inaccurate.,Critical,Neutral,Web,2026-04-28
FDBK00011958,PROJ000010,USR000765,Complaint,Reports are difficult to understand.,Medium,Positive,Support Ticket,2026-06-13
FDBK00011959,PROJ000198,USR000799,Question,Is API access available?,Critical,Neutral,Support Ticket,2025-10-27
FDBK00011960,PROJ000228,USR000732,Praise,Great collaboration features.,High,Neutral,Support Ticket,2026-05-31
FDBK00011961,PROJ000025,USR000019,Question,Is API access available?,Critical,Negative,Support Ticket,2026-07-18
FDBK00011962,PROJ000246,USR000376,Feature Request,Support multilingual interface.,Medium,Positive,Survey,2026-01-30
FDBK00011963,PROJ000198,USR000131,Bug Report,Notification emails are duplicated.,Low,Negative,Email,2026-06-01
FDBK00011964,PROJ000163,USR000715,Question,Can I restore deleted tickets?,High,Negative,Mobile,2025-04-13
FDBK00011965,PROJ000244,USR000743,Complaint,Workflow is confusing.,Critical,Neutral,Mobile,2026-06-29
FDBK00011966,PROJ000124,USR000424,Bug Report,Application crashes while generating reports.,Low,Positive,Survey,2024-08-02
FDBK00011967,PROJ000141,USR000349,Complaint,Application freezes frequently.,Low,Negative,Mobile,2026-05-12
FDBK00011968,PROJ000087,USR000482,Feature Request,Support multilingual interface.,Low,Neutral,Web,2025-09-15
FDBK00011969,PROJ000044,USR000763,Praise,Excellent dashboard experience.,Low,Positive,Survey,2026-01-13
FDBK00011970,PROJ000112,USR000086,Complaint,Application freezes frequently.,Low,Positive,Support Ticket,2024-12-16
FDBK00011971,PROJ000213,USR000048,Question,Can I restore deleted tickets?,Critical,Neutral,Survey,2025-04-18
FDBK00011972,PROJ000244,USR000117,Bug Report,Application crashes while generating reports.,Critical,Positive,Mobile,2026-03-29
FDBK00011973,PROJ000105,USR000211,Bug Report,Search results are inaccurate.,Critical,Positive,Web,2026-02-22
FDBK00011974,PROJ000191,USR000627,Praise,Fast and reliable platform.,High,Neutral,Mobile,2025-10-28
FDBK00011975,PROJ000082,USR000568,Praise,AI suggestions are extremely useful.,Critical,Positive,Support Ticket,2025-03-30
FDBK00011976,PROJ000089,USR000754,Complaint,Reports are difficult to understand.,Low,Neutral,Support Ticket,2026-06-08
FDBK00011977,PROJ000199,USR000232,Bug Report,Login page becomes unresponsive after timeout.,Critical,Negative,Mobile,2025-11-07
FDBK00011978,PROJ000067,USR000691,Praise,Very intuitive interface.,High,Neutral,Support Ticket,2026-03-07
FDBK00011979,PROJ000145,USR000687,Bug Report,Login page becomes unresponsive after timeout.,High,Negative,Support Ticket,2025-08-09
FDBK00011980,PROJ000032,USR000701,Complaint,Reports are difficult to understand.,High,Negative,Web,2025-11-21
FDBK00011981,PROJ000036,USR000066,Improvement,Optimize search experience.,Medium,Neutral,Web,2024-10-25
FDBK00011982,PROJ000145,USR000554,Bug Report,Search results are inaccurate.,Medium,Neutral,Survey,2025-10-30
FDBK00011983,PROJ000223,USR000395,Question,Where can I export analytics?,High,Positive,Survey,2026-04-23
FDBK00011984,PROJ000032,USR000208,Improvement,Enhance dashboard usability.,High,Positive,Survey,2026-05-28
FDBK00011985,PROJ000105,USR000179,Bug Report,Notification emails are duplicated.,Critical,Negative,Web,2025-01-02
FDBK00011986,PROJ000030,USR000233,Bug Report,Login page becomes unresponsive after timeout.,High,Negative,Email,2026-01-16
FDBK00011987,PROJ000122,USR000535,Improvement,Simplify navigation menus.,High,Positive,Web,2026-05-16
FDBK00011988,PROJ000133,USR000161,Question,How do I archive projects?,High,Negative,Support Ticket,2025-06-21
FDBK00011989,PROJ000080,USR000041,Question,Where can I export analytics?,Critical,Negative,Support Ticket,2024-09-23
FDBK00011990,PROJ000155,USR000208,Feature Request,Enable custom dashboard widgets.,High,Positive,Email,2025-07-17
FDBK00011991,PROJ000191,USR000504,Bug Report,Search results are inaccurate.,Medium,Positive,Survey,2025-07-26
FDBK00011992,PROJ000124,USR000724,Complaint,Support response is too slow.,Low,Negative,Support Ticket,2026-07-11
FDBK00011993,PROJ000158,USR000477,Improvement,Reduce loading times.,Low,Negative,Mobile,2026-02-27
FDBK00011994,PROJ000125,USR000571,Bug Report,Notification emails are duplicated.,Medium,Negative,Mobile,2025-12-07
FDBK00011995,PROJ000042,USR000744,Feature Request,Enable custom dashboard widgets.,Critical,Neutral,Web,2025-11-24
FDBK00011996,PROJ000072,USR000320,Feature Request,Provide export to PDF option.,Medium,Positive,Mobile,2025-02-09
FDBK00011997,PROJ000029,USR000045,Improvement,Reduce loading times.,Low,Neutral,Survey,2024-08-17
FDBK00011998,PROJ000153,USR000291,Question,Is API access available?,Low,Positive,Support Ticket,2025-10-10
FDBK00011999,PROJ000141,USR000177,Complaint,Workflow is confusing.,Critical,Positive,Email,2025-09-20
FDBK00012000,PROJ000092,USR000661,Question,Can I restore deleted tickets?,Medium,Positive,Support Ticket,2025-02-02
FDBK00012001,PROJ000099,USR000471,Bug Report,Login page becomes unresponsive after timeout.,Critical,Positive,Support Ticket,2025-07-03
FDBK00012002,PROJ000228,USR000203,Bug Report,Login page becomes unresponsive after timeout.,Medium,Positive,Mobile,2025-09-07
FDBK00012003,PROJ000007,USR000292,Complaint,Application freezes frequently.,High,Neutral,Web,2025-06-07
FDBK00012004,PROJ000187,USR000697,Improvement,Optimize search experience.,Medium,Neutral,Support Ticket,2026-05-23
FDBK00012005,PROJ000216,USR000723,Bug Report,Login page becomes unresponsive after timeout.,Medium,Positive,Survey,2024-08-31
FDBK00012006,PROJ000139,USR000138,Praise,Great collaboration features.,High,Positive,Mobile,2025-04-28
FDBK00012007,PROJ000125,USR000782,Feature Request,Add dark mode support.,Medium,Negative,Web,2024-08-19
FDBK00012008,PROJ000161,USR000230,Complaint,Application freezes frequently.,Medium,Negative,Support Ticket,2025-10-28
FDBK00012009,PROJ000012,USR000660,Bug Report,Search results are inaccurate.,Critical,Neutral,Web,2025-07-22
FDBK00012010,PROJ000084,USR000039,Bug Report,Search results are inaccurate.,Critical,Positive,Web,2024-11-04
FDBK00012011,PROJ000024,USR000247,Feature Request,Support multilingual interface.,High,Negative,Mobile,2026-06-16
FDBK00012012,PROJ000206,USR000073,Praise,Excellent dashboard experience.,Medium,Negative,Mobile,2025-07-25
FDBK00012013,PROJ000053,USR000774,Praise,Great collaboration features.,High,Neutral,Web,2024-08-24
FDBK00012014,PROJ000115,USR000204,Bug Report,Application crashes while generating reports.,High,Neutral,Web,2026-01-09
FDBK00012015,PROJ000103,USR000261,Praise,AI suggestions are extremely useful.,Critical,Negative,Web,2026-02-27
FDBK00012016,PROJ000050,USR000255,Feature Request,Enable custom dashboard widgets.,Medium,Negative,Support Ticket,2024-11-25
FDBK00012017,PROJ000184,USR000379,Question,Where can I export analytics?,High,Negative,Survey,2025-02-23
FDBK00012018,PROJ000104,USR000090,Feature Request,Integrate with Slack notifications.,Critical,Negative,Web,2025-05-15
FDBK00012019,PROJ000160,USR000412,Question,How do I archive projects?,Critical,Neutral,Support Ticket,2025-05-11
FDBK00012020,PROJ000179,USR000164,Complaint,Support response is too slow.,Low,Neutral,Support Ticket,2026-02-16
FDBK00012021,PROJ000047,USR000138,Praise,AI suggestions are extremely useful.,Low,Neutral,Survey,2025-05-18
FDBK00012022,PROJ000200,USR000107,Question,How do permissions work?,Low,Negative,Email,2026-02-21
FDBK00012023,PROJ000020,USR000121,Question,How do I archive projects?,High,Positive,Survey,2024-08-04
FDBK00012024,PROJ000011,USR000134,Question,Can I restore deleted tickets?,High,Negative,Email,2025-01-28
FDBK00012025,PROJ000068,USR000593,Feature Request,Enable custom dashboard widgets.,Critical,Positive,Survey,2024-09-25
FDBK00012026,PROJ000142,USR000063,Question,Is API access available?,Critical,Positive,Email,2025-04-01
FDBK00012027,PROJ000199,USR000520,Complaint,Too many unnecessary notifications.,Critical,Negative,Web,2024-09-03
FDBK00012028,PROJ000174,USR000041,Complaint,Reports are difficult to understand.,High,Positive,Mobile,2026-03-23
FDBK00012029,PROJ000006,USR000311,Complaint,Reports are difficult to understand.,Critical,Positive,Survey,2024-09-03
FDBK00012030,PROJ000246,USR000534,Complaint,Workflow is confusing.,High,Positive,Mobile,2025-03-14
FDBK00012031,PROJ000219,USR000477,Feature Request,Enable custom dashboard widgets.,High,Positive,Mobile,2025-06-21
FDBK00012032,PROJ000042,USR000397,Bug Report,Notification emails are duplicated.,Medium,Negative,Mobile,2025-10-05
FDBK00012033,PROJ000077,USR000692,Question,How do permissions work?,Medium,Positive,Survey,2025-03-23
FDBK00012034,PROJ000031,USR000682,Complaint,Reports are difficult to understand.,Low,Neutral,Survey,2024-12-01
FDBK00012035,PROJ000137,USR000493,Bug Report,Application crashes while generating reports.,Low,Neutral,Email,2025-12-13
FDBK00012036,PROJ000241,USR000386,Praise,Very intuitive interface.,Medium,Negative,Support Ticket,2025-11-18
FDBK00012037,PROJ000044,USR000035,Praise,Excellent dashboard experience.,High,Neutral,Survey,2025-05-29
FDBK00012038,PROJ000247,USR000667,Improvement,Optimize search experience.,Low,Neutral,Mobile,2026-03-01
FDBK00012039,PROJ000249,USR000738,Feature Request,Support multilingual interface.,Low,Neutral,Web,2025-04-04
FDBK00012040,PROJ000188,USR000037,Complaint,Too many unnecessary notifications.,Low,Negative,Mobile,2024-12-05
FDBK00012041,PROJ000098,USR000360,Improvement,Enhance dashboard usability.,Low,Negative,Mobile,2024-11-14
FDBK00012042,PROJ000165,USR000601,Feature Request,Enable custom dashboard widgets.,Medium,Negative,Survey,2025-12-27
FDBK00012043,PROJ000198,USR000288,Feature Request,Integrate with Slack notifications.,Critical,Positive,Email,2026-06-20
FDBK00012044,PROJ000139,USR000615,Complaint,Too many unnecessary notifications.,Low,Neutral,Mobile,2026-04-01
FDBK00012045,PROJ000012,USR000299,Bug Report,Application crashes while generating reports.,Low,Neutral,Email,2026-04-19
FDBK00012046,PROJ000169,USR000102,Feature Request,Provide export to PDF option.,Critical,Positive,Support Ticket,2025-10-27
FDBK00012047,PROJ000189,USR000041,Improvement,Reduce loading times.,Critical,Positive,Mobile,2025-06-13
FDBK00012048,PROJ000183,USR000787,Praise,Fast and reliable platform.,Low,Neutral,Web,2024-08-09
FDBK00012049,PROJ000242,USR000773,Bug Report,Login page becomes unresponsive after timeout.,Medium,Positive,Support Ticket,2025-06-15
FDBK00012050,PROJ000186,USR000400,Improvement,Enhance dashboard usability.,Critical,Negative,Web,2026-06-12
FDBK00012051,PROJ000047,USR000163,Praise,Excellent dashboard experience.,High,Negative,Web,2025-03-16
FDBK00012052,PROJ000178,USR000523,Praise,Great collaboration features.,Medium,Positive,Survey,2025-06-29
FDBK00012053,PROJ000127,USR000604,Feature Request,Integrate with Slack notifications.,High,Neutral,Email,2024-12-02
FDBK00012054,PROJ000171,USR000318,Feature Request,Enable custom dashboard widgets.,Low,Positive,Email,2026-02-04
FDBK00012055,PROJ000208,USR000613,Question,How do permissions work?,Medium,Neutral,Support Ticket,2024-09-03
FDBK00012056,PROJ000149,USR000494,Improvement,Improve application performance.,High,Negative,Support Ticket,2025-01-11
FDBK00012057,PROJ000175,USR000417,Bug Report,Login page becomes unresponsive after timeout.,High,Negative,Email,2026-03-06
FDBK00012058,PROJ000089,USR000660,Question,Where can I export analytics?,Critical,Negative,Support Ticket,2026-07-08
FDBK00012059,PROJ000099,USR000593,Praise,Excellent dashboard experience.,High,Neutral,Survey,2026-06-16
FDBK00012060,PROJ000017,USR000333,Feature Request,Support multilingual interface.,Medium,Positive,Email,2025-12-20
FDBK00012061,PROJ000136,USR000553,Complaint,Workflow is confusing.,Low,Neutral,Email,2024-08-24
FDBK00012062,PROJ000139,USR000665,Improvement,Optimize search experience.,High,Neutral,Mobile,2025-07-09
FDBK00012063,PROJ000228,USR000584,Praise,Fast and reliable platform.,Low,Positive,Mobile,2026-01-07
FDBK00012064,PROJ000162,USR000489,Improvement,Improve application performance.,Medium,Positive,Survey,2024-10-21
FDBK00012065,PROJ000216,USR000146,Feature Request,Support multilingual interface.,Medium,Positive,Mobile,2025-04-03
